lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d
2872,588,8,"OERLINGHAUSEN S",17,6,2872,2872,588,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3473,82,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2873,588,8,"SCHOETMAR S",17,6,2868,2868,588,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5454,2485,727,2065,420,392,2577,1926,65,1276,469,131,124,522,118,74,286,941,124,47,365,8,5454,114,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2874,588,8,"WERL-ASPE",17,6,2874,2874,588,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2377,338,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2875,588,9,"RESTBEZIRK-LEMGO",17,6,2875,2875,588,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,59999,31714,12191,27644,4070,4633,23652,15499,13880,10323,2084,814,543,5232,8441,447,1172,11833,519,235,3720,115,49266,17898,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2876,589,5,"ALTENA",18,1,0,0,589,94460,4813,0,397,1831,5565,7482,99,7315,46899,281,3147,4111,1961,625,373,1903,189,6,447,0,151,157,5,24,15,80,378,0,1846,12606,61977,9844,2471,760,2328,16286,114,13957,51415,6482,89986,4474,94460,76167,14884,155,95592,47649,13853,40915,6734,5780,42163,31225,10015,22529,5172,1787,1412,6939,6903,1338,4469,19883,1383,790,5836,108,95592,12783,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2877,589,8,"ALTENA",18,1,2877,2877,589,16167,38,0,4,36,140,1217,12,1426,8836,56,738,818,478,159,112,582,26,2,81,0,42,43,0,2,0,13,64,0,435,218,11535,2193,722,166,514,2188,12,2885,9483,357,15348,819,16167,12256,3011,41,16134,7369,1839,6103,1266,1188,7577,5830,98,4018,1116,500,371,882,213,342,927,3378,361,163,1077,26,16134,160,16167,9334,8203,6,35,3783,441,470,89,15527,15621,142625,126,480,355,39,22,3194,268,321,190,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2878,589,8,"NEUENRADE",18,1,2878,2878,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2679,1834,782,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2759,229,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2879,589,8,"PLETTENBERG   ST",18,1,2879,2879,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7031,5520,1402,35,7169,3140,640,2448,692,469,3560,2758,123,1557,427,187,154,456,177,109,353,1202,151,91,588,13,7169,161,7031,9484,8645,40,234,1730,517,395,88,6704,6809,61990,117,472,360,51,28,1546,78,106,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2880,589,8,"HALVER",18,1,2880,2880,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7729,7036,570,0,7936,4317,1371,3829,488,482,3137,2306,1514,1696,405,113,101,849,922,86,286,1589,97,78,403,7,7936,1939,7729,9593,8685,10,64,1789,428,388,184,7961,7554,69570,135,502,328,35,14,1595,68,126,80,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2881,589,8,"HERSCHEID",18,1,2881,2881,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3292,3124,114,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3283,1209,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2882,589,8,"HUELSCHEID",18,1,2882,2882,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3538,3226,196,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3538,716,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2883,589,8,"KIERSPE",18,1,2883,2883,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5533,4912,275,9,5952,3237,1089,2866,371,341,2374,1768,1039,1355,338,84,50,608,663,63,261,1221,50,54,317,0,5952,1330,5533,9705,9040,0,0,1365,440,468,92,5595,5474,50270,120,506,344,30,12,1292,22,51,72,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2884,589,8,"LUEDENSCHEID",18,1,2884,2884,589,12148,625,0,82,374,690,784,23,880,5910,21,309,842,325,44,26,159,14,0,20,0,31,33,0,1,1,6,13,0,182,1771,7595,1520,199,84,202,1765,24,2000,6669,755,11371,777,12148,10209,1550,2,12010,6485,2100,5900,585,655,4870,3610,1469,3424,706,184,117,769,913,222,642,3237,117,81,494,10,12010,1825,12148,9373,8140,0,0,2667,461,442,97,10830,11751,107545,76,466,402,56,33,2318,129,220,59,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2885,589,8,"MEINERZHAGEN",18,1,2885,2885,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3561,3143,337,44,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3972,952,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2886,589,8,"NACHRODT-WIBLINGWERDE",18,1,2886,2886,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4754,3587,930,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4532,648,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2887,589,8,"PLETTENBERG      LG.",18,1,2887,2887,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7248,5527,1507,14,7578,3596,925,3125,471,392,3590,2622,850,1754,372,80,69,431,628,94,334,1569,69,50,416,5,7578,1065,7248,9669,8966,11,93,1635,463,445,92,6650,7306,65865,67,451,430,52,28,1412,102,121,42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2888,589,8,"SCHALKSMUEHLE",18,1,2888,2888,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2557,2192,124,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2527,163,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2889,589,8,"VALBERT",18,1,2889,2889,589,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2500,2104,369,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2539,1364,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2890,589,8,"WERDOHL",18,1,2890,2890,589,12253,126,0,28,74,125,714,2,1268,7727,28,444,446,176,65,28,198,25,0,63,0,15,19,2,1,0,15,68,0,228,353,9737,1131,251,99,312,1376,2,1970,8089,220,11883,370,12253,8757,3107,4,12188,5357,1163,4275,1082,782,6049,4556,317,2860,666,213,219,576,319,145,670,2348,217,121,938,23,12188,425,12253,8983,7571,27,136,2766,514,411,75,10695,12137,109890,95,390,438,77,46,2361,174,231,96,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2891,589,9,"REST-ALTENA",18,1,2891,2891,589,53892,4024,0,283,1347,4610,4767,62,3741,24426,176,1656,2005,982,357,207,964,124,4,283,0,63,62,3,20,14,46,233,0,1001,10264,33110,5000,1299,411,1300,10957,76,7102,27174,5150,51384,2508,3470,2740,610,2,26625,14148,4726,12369,1779,1471,11006,7775,4605,5865,1142,426,331,2368,3068,277,996,5339,321,152,1603,24,3475,597,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2892,590,5,"ARNSBERG",18,1,0,0,590,73079,4430,0,539,2527,3727,6890,308,3796,28648,234,2748,3100,3865,440,487,2760,320,6,355,0,218,232,9,8,2,73,520,0,1758,11223,39568,10153,3573,814,2359,14918,310,10486,36112,4416,67690,5389,73079,5779,66754,231,79859,36976,11370,31288,5688,4851,38032,25966,8801,14388,4162,2463,1474,5017,6263,1408,3183,14007,1410,659,4939,90,79859,12730,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2893,590,8,"ARNSBERG",18,1,2893,2893,590,11791,136,0,33,60,61,910,2,364,2526,35,596,1047,1958,75,314,1367,105,0,100,0,69,67,2,0,0,14,77,0,382,290,3835,3676,1786,238,473,2056,2,2894,4793,173,10298,1493,11791,2055,9613,43,12079,5139,1558,4357,782,1104,5836,4208,263,1531,1098,1074,391,656,308,699,753,1566,375,146,615,21,12079,405,11791,9555,8667,52,349,2668,263,557,180,13169,11486,103215,209,473,294,24,7,2347,180,141,168,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2894,590,8,"NEHEIM",18,1,2894,2894,590,12309,55,0,23,54,24,1340,8,1145,6110,22,700,676,308,80,71,363,48,2,67,0,26,63,2,1,1,30,75,0,335,156,8617,1764,484,158,441,2234,9,2263,6658,130,11620,689,12309,1355,10827,62,13542,5778,1473,4579,1199,885,6879,5029,140,2922,875,332,310,758,224,179,780,2334,304,195,985,19,13542,209,12309,9139,8196,0,0,2719,469,424,107,11124,12426,110895,105,390,422,83,42,2478,123,118,120,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2895,590,8,"FREIENOHL",18,1,2895,2895,590,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2352,57,2276,11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2460,340,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2896,590,8,"HUESTEN",18,1,2896,2896,590,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7459,859,6470,43,7840,3240,733,2623,617,529,4071,2908,115,1675,476,197,160,393,153,85,341,1493,158,64,542,11,7840,164,7459,9611,9048,0,0,1515,418,470,112,6384,7299,64140,82,395,450,73,33,1353,62,100,51,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2897,590,8,"OEVENTROP",18,1,2897,2897,590,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2920,178,2717,23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3321,349,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2898,590,8,"SUNDERN",18,1,2898,2898,590,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2684,115,2565,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3851,309,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2899,590,8,"WARSTEIN",18,1,2899,2899,590,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4565,225,4283,16,5168,2383,700,1880,503,325,2460,1731,394,974,265,160,87,305,332,77,181,900,85,62,437,4,5168,586,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2900,590,9,"REST-ARNSBERG",18,1,2900,2900,590,48979,4239,0,483,2413,3642,4640,298,2287,20012,177,1452,1377,1599,285,102,1030,167,4,188,0,123,102,5,7,1,29,368,0,1041,10777,27116,4713,1303,418,1445,10628,299,5329,24661,4113,45772,3207,28999,935,28003,29,41230,20436,6906,17849,2587,2008,18786,12090,7889,7286,1448,700,526,2905,5246,368,1128,7714,488,192,2360,35,31598,10368,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2901,591,4,"BOCHUM S",18,1,2901,2901,591,211249,402,0,67,609,357,8170,299,16341,114845,330,8436,15061,7817,1022,1087,8455,825,6,1074,0,963,958,14,15,5,286,1688,0,5132,1435,139686,32336,10373,3009,7121,19184,304,41173,126742,1729,193960,17289,313554,168061,128429,1297,314546,124667,27260,86860,37807,29910,159969,118474,3129,48010,20626,9670,5425,9896,3946,5764,16042,45870,5342,4930,31730,1147,314546,4649,211249,6791,3772,209,684,46716,585,354,61,167552,209749,1877970,82,344,439,135,85,38760,3206,4750,2101,21038,11100,3521,6417,29903,7008,8470,14425,34039,1964,6528,25547
2902,592,5,"BOCHUM L (-31.7.29)",18,1,0,0,592,83206,481,0,67,537,599,2228,16,4333,52343,122,1975,4767,3259,374,224,1672,201,0,305,0,201,170,8,5,0,65,324,0,1230,1684,59026,10375,2097,684,1624,5218,16,11105,56834,1103,75490,7716,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2903,592,8,"GERTHE",18,1,2901,2901,592,20956,144,0,13,138,205,569,5,1570,14399,26,449,418,415,113,71,419,39,0,96,0,42,39,2,1,0,17,109,0,342,500,16564,1395,529,179,469,1330,5,2479,15139,346,19636,1320,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20956,8007,5609,61,300,4420,529,408,63,16399,21284,186970,54,326,500,120,69,3438,402,580,111,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2904,592,8,"LAER",18,1,2901,2901,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6597,7037,4697,93,325,1555,645,309,46,5400,6727,60320,60,347,519,74,41,1324,55,176,62,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2905,592,8,"LANGENDREER",18,1,2901,2901,592,27566,118,0,19,108,61,770,9,1215,15315,52,775,2856,1914,114,94,599,58,0,117,0,119,77,3,0,0,15,53,0,409,306,17352,5659,751,316,477,1874,9,4823,17525,230,24861,2705,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27566,6305,3878,103,343,6544,625,333,42,22409,27858,251150,64,366,474,96,54,5688,295,561,263,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2906,592,8,"QUERENBURG",18,1,3169,3169,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2907,592,8,"SOMBORN",18,1,2950,2950,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2908,592,8,"STOCKUM",18,1,3169,3169,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2909,592,8,"WERNE",18,1,2901,2901,592,18883,29,0,3,40,49,485,1,923,12504,28,439,1013,671,62,37,372,43,0,56,0,36,32,3,4,0,28,132,0,263,121,13940,2185,452,127,427,1050,1,2375,13422,142,17252,1631,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18883,5653,2959,247,687,4312,684,286,30,13859,19207,170375,52,288,501,159,103,3699,199,414,145,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2910,592,8,"HARPEN",18,1,0,0,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2911,592,8,"RIEMKE",18,1,0,0,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2912,592,8,"HORDEL",18,1,0,0,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
