SPO_13,OVP_13,FPO_13,BZO_13,GRUNE_13,FRANK_13,NEOS_13,SONST_13,NW_13,SPO_17,OVP_17,FPO_17,GRUNE_17,NEOS_17,PILZ_17,SONST_17,NW_17
977,946,729,138,545,199,146,63,1507,1011,1133,993,161,154,137,77,1621
514,539,269,67,164,80,51,39,543,504,592,372,47,51,39,24,558
176,216,154,67,61,53,29,14,252,194,305,235,13,18,27,12,219
293,231,186,39,80,43,36,10,412,294,279,230,31,25,17,15,403
133,446,228,61,56,42,22,19,304,139,466,302,10,26,21,23,295
326,317,276,55,131,60,34,15,545,346,422,364,28,58,35,26,517
533,145,213,49,73,60,28,15,356,514,214,276,19,23,19,18,388
191,225,146,29,55,28,34,10,253,174,273,212,13,30,28,8,329
401,547,348,77,220,102,57,23,701,414,652,438,58,75,69,34,721
81,440,87,27,43,39,18,12,253,104,398,144,9,25,19,3,294
1839,948,1179,202,487,312,134,86,2143,1790,1347,1540,99,203,176,96,2107
552,509,384,141,214,92,45,35,774,553,651,510,51,100,76,33,808
282,449,270,70,120,56,40,34,466,274,500,358,34,69,41,30,473
465,556,341,74,166,118,55,21,675,469,684,463,34,65,57,26,789
812,465,492,122,273,127,61,42,1101,777,664,658,65,79,83,46,1058
461,745,518,64,286,121,70,50,831,514,868,672,71,102,74,49,840
460,1086,380,98,355,110,80,48,940,534,1243,503,118,157,84,31,931
371,889,461,69,268,136,59,54,962,446,1044,592,61,123,77,37,915
176,483,185,57,148,62,60,35,456,241,586,231,40,65,41,27,451
1315,1056,1002,200,823,255,226,99,2002,1429,1588,1207,224,297,243,101,1945
947,833,564,209,407,180,126,48,1003,925,999,821,108,149,120,42,1234
996,711,494,94,739,136,158,65,1587,1249,951,645,202,241,157,74,1677
109,183,80,24,71,36,27,11,220,105,190,121,24,28,13,7,209
534,1000,414,79,398,135,132,52,1232,647,1127,561,135,224,123,59,1272
113,206,96,15,62,18,10,7,181,118,208,129,15,27,26,12,207
254,365,246,30,207,60,31,32,564,317,431,294,49,94,38,17,580
256,577,259,50,136,78,23,17,623,257,629,377,43,57,51,20,641
216,371,214,38,189,62,52,31,464,262,443,259,54,75,47,23,542
332,516,228,40,312,59,120,21,522,384,600,262,82,122,77,22,605
343,685,288,66,248,92,56,32,790,351,752,457,93,104,43,44,748
73,111,61,12,20,19,7,6,114,75,138,92,9,5,5,6,95
533,617,355,86,580,107,151,65,1100,750,798,388,252,170,139,71,1108
606,627,359,75,557,134,181,58,1149,728,755,420,132,199,160,39,1236
171,251,124,20,98,45,18,7,296,168,289,199,24,27,39,17,285
197,344,133,30,88,35,23,22,308,201,388,200,20,39,14,21,304
182,237,135,24,106,36,29,9,273,199,273,174,33,41,34,9,313
175,395,171,34,78,56,27,18,313,170,475,180,12,45,17,8,380
116,196,98,8,57,28,16,10,201,147,207,142,22,33,24,12,186
908,540,499,101,370,120,126,55,1209,975,761,692,89,142,95,42,1097
204,594,211,40,100,32,30,30,427,186,622,301,35,40,20,23,466
735,597,331,77,338,129,116,45,904,737,789,442,119,120,84,52,1027
179,392,155,28,154,60,43,17,343,237,408,201,73,56,45,18,332
826,283,475,71,127,80,40,40,814,742,377,562,29,63,50,34,760
226,259,153,41,129,46,34,24,392,218,307,174,28,65,30,15,454
1531,526,1060,123,412,189,129,100,2107,1348,704,1027,118,108,126,67,2305
79,292,163,31,67,34,16,13,231,72,315,242,22,34,22,10,222
261,227,283,22,81,64,21,17,311,228,261,371,14,22,30,62,375
74,273,126,15,41,17,7,15,213,69,301,153,15,21,15,7,225
254,305,242,31,87,49,20,20,381,284,346,312,18,39,28,11,404
65,247,135,19,46,27,8,5,196,65,295,161,8,17,10,18,188
916,667,777,107,216,129,83,58,958,794,846,952,62,103,79,57,1012
446,513,471,89,178,112,64,40,854,416,699,591,55,86,67,31,780
365,472,362,81,187,59,43,32,532,324,621,481,68,72,103,44,584
72,276,95,21,70,21,14,12,309,56,311,137,35,31,29,10,308
1161,247,779,98,197,172,61,64,1242,978,413,918,61,78,110,52,1275
111,167,88,15,51,27,14,11,179,116,164,117,18,20,27,16,177
254,381,260,51,203,81,67,30,1116,285,542,360,66,98,70,33,1102
297,496,376,59,173,61,43,44,518,309,558,454,43,60,58,27,559
97,219,193,10,57,30,13,7,191,87,251,233,29,32,21,23,188
88,210,146,28,43,52,14,13,301,80,270,168,10,33,23,12,312
151,300,165,35,96,35,31,13,335,163,382,226,19,37,29,8,364
224,165,188,35,94,37,31,8,355,217,223,295,27,30,22,12,294
79,474,256,24,34,41,10,16,327,61,501,302,10,32,12,18,392
606,475,558,83,168,103,42,58,973,580,649,721,62,72,53,38,885
230,210,195,32,83,42,14,12,330,242,275,215,23,37,23,26,337
102,150,56,11,37,11,24,10,107,110,145,88,11,15,7,8,147
53,105,75,8,40,17,7,2,110,75,124,92,7,8,12,6,96
308,384,359,40,71,71,15,28,570,261,508,423,9,28,38,21,574
106,192,112,18,50,29,22,17,235,130,238,130,10,38,33,15,198
72,124,84,8,26,22,2,6,148,86,123,113,18,9,7,4,134
75,72,76,10,18,17,12,2,109,55,81,101,9,5,4,6,149
244,213,175,26,90,35,20,16,355,237,272,249,28,30,28,16,351
921,660,933,153,435,194,113,77,1423,992,1004,1131,131,148,133,125,1392
332,231,319,32,119,45,34,16,487,292,325,388,32,46,37,13,528
11,67,30,2,33,9,2,6,51,20,69,41,9,8,6,7,59
360,527,654,105,212,96,72,67,982,370,753,706,66,119,102,30,1019
162,459,244,37,145,59,73,11,604,164,550,321,43,71,49,21,647
150,214,169,26,65,35,23,13,350,160,230,210,27,27,31,11,410
471,312,440,75,251,87,82,43,862,497,461,514,65,95,82,46,969
529,410,478,61,246,104,63,42,1014,540,517,597,106,93,59,37,981
742,537,768,101,399,164,126,74,1317,885,796,814,102,159,135,73,1409
103,183,65,17,62,30,18,7,198,86,194,98,34,25,23,13,198
125,292,214,20,64,29,18,19,342,114,321,292,17,33,18,20,321
290,677,356,53,195,84,61,18,1052,271,815,474,45,97,62,18,1151
1027,582,771,134,370,161,97,67,1334,1001,781,859,95,138,151,66,1317
121,331,175,32,107,50,29,18,302,149,362,267,37,45,31,22,274
203,227,115,26,78,31,34,7,406,154,273,119,14,25,19,16,506
1613,1204,1231,233,875,286,273,120,3338,1779,1589,1521,256,293,294,128,3142
661,742,643,67,257,120,76,41,1072,619,947,739,72,115,99,54,1099
62,272,120,12,37,19,6,13,218,74,282,184,12,11,9,11,185
200,266,169,30,103,37,30,9,423,189,302,206,33,42,25,21,488
348,240,209,21,101,31,15,29,577,301,300,282,40,36,31,16,514
118,323,137,23,108,35,51,13,371,108,361,205,17,61,33,16,401
141,229,127,20,109,26,23,17,252,129,230,177,38,32,25,23,331
38,139,86,16,21,10,10,3,107,31,149,87,6,20,4,8,136
93,111,89,7,26,12,9,11,148,82,126,113,17,15,7,5,145
332,477,307,70,129,55,27,20,522,358,529,388,27,52,39,20,564
666,474,554,71,259,121,78,41,946,638,637,740,68,117,81,41,952
153,483,337,59,132,75,39,30,542,176,565,475,32,70,37,24,606
306,282,314,53,93,74,30,17,456,304,378,419,24,40,23,19,503
163,275,171,21,76,57,25,11,284,170,308,216,15,32,36,13,294
853,707,906,132,300,161,111,62,1261,810,1018,1046,85,168,98,54,1331
132,118,97,22,43,21,18,6,175,120,140,176,10,35,16,7,234
509,345,432,66,205,110,76,24,605,541,546,486,50,119,42,30,645
414,334,377,51,165,74,44,35,947,375,370,453,45,87,34,32,958
2267,806,1814,252,580,410,201,137,2911,2131,1386,2363,146,308,226,135,2833
89,193,102,33,30,16,23,11,216,79,202,150,13,23,12,9,229
153,284,272,23,86,50,28,15,358,169,366,310,20,69,22,15,285
57,232,114,17,58,28,11,7,208,68,248,125,16,19,16,8,209
364,455,418,70,181,72,53,23,537,352,548,503,63,71,58,24,582
300,400,329,58,79,74,34,35,535,273,441,452,15,79,37,25,588
141,174,170,26,100,46,22,15,257,168,249,209,29,39,27,22,271
190,355,279,28,99,74,39,15,395,198,419,348,10,90,36,18,388
673,288,691,80,209,99,48,41,1462,650,430,895,66,83,72,36,1381
188,579,304,51,139,76,44,21,462,194,600,404,49,68,37,32,485
219,294,402,34,101,51,30,17,410,215,333,461,28,66,32,9,544
643,648,630,131,465,140,149,57,1375,693,881,773,128,185,116,39,1408
509,431,454,51,181,105,58,25,668,494,596,576,38,121,74,28,701
13690,10980,11333,1902,11067,2883,3581,1205,44107,16141,18585,13367,3657,3972,3105,1744,39343
920,1144,542,73,295,130,85,22,1204,729,1668,696,46,140,68,47,1067
403,737,375,62,296,103,87,11,694,400,975,475,48,123,69,58,685
310,509,260,43,71,43,34,7,435,269,678,310,10,36,22,22,348
513,588,471,68,300,95,79,23,911,518,783,526,77,150,83,73,862
2636,1359,1950,253,1383,494,373,148,5224,2624,2589,2615,411,570,367,225,4622
132,207,114,15,34,28,7,3,181,86,289,160,9,15,1,14,128
670,1155,619,167,611,185,190,47,1627,704,1763,855,165,204,148,80,1485
523,544,414,65,416,123,102,33,958,503,832,508,124,136,108,54,921
486,565,443,84,370,116,89,39,1159,542,903,537,97,157,90,53,1051
134,205,78,13,21,9,7,4,162,135,217,106,5,13,2,9,152
103,520,179,28,82,40,25,10,282,106,598,246,9,49,21,17,272
149,296,160,24,97,32,26,5,277,124,421,209,14,32,15,17,255
227,379,228,39,177,48,46,15,422,224,517,319,37,66,40,24,356
346,486,386,92,301,94,180,17,1184,397,885,445,103,162,85,35,966
248,667,395,69,364,88,108,26,860,331,983,478,105,118,80,54,666
446,916,489,91,395,118,149,25,1200,497,1205,653,125,191,110,58,1148
173,335,221,45,104,37,29,8,413,172,428,291,33,48,22,18,368
953,212,554,69,318,125,75,34,1252,935,506,805,93,99,91,71,1026
135,326,170,19,110,32,24,5,355,130,411,245,19,61,13,8,310
107,311,131,26,119,33,25,10,330,115,416,205,26,41,21,12,277
266,470,276,48,279,76,80,16,725,324,721,348,62,103,73,34,634
418,814,472,113,597,151,175,46,1331,527,1321,598,164,205,120,63,1207
574,1037,751,151,581,226,162,33,1610,631,1609,992,128,243,109,96,1445
207,547,493,60,183,81,46,15,691,210,756,621,34,63,32,51,633
87,281,145,13,94,51,34,9,352,98,385,173,20,39,31,11,300
43,237,63,14,55,15,8,5,119,68,282,89,16,29,12,5,104
955,633,790,116,493,157,164,41,1804,1018,1112,884,120,192,129,73,1601
162,317,268,42,191,54,70,16,676,194,449,376,51,85,58,20,608
365,558,409,89,368,102,84,30,1091,448,894,535,81,126,105,52,979
531,686,554,81,390,123,140,26,1204,552,1037,756,79,153,64,61,1091
69,84,50,12,10,9,8,0,108,47,136,77,1,15,2,5,74
306,532,356,56,261,101,72,20,863,327,777,466,80,121,66,51,821
216,517,251,51,158,81,55,12,688,244,656,365,41,65,48,29,594
278,536,337,53,366,104,83,30,781,349,811,425,64,162,88,41,706
324,589,433,64,269,92,74,30,905,375,840,593,72,126,80,37,811
206,572,257,49,303,87,90,22,830,267,788,338,78,141,54,53,755
580,572,679,78,421,150,126,50,1716,632,964,909,119,181,110,89,1542
210,459,233,67,161,71,56,9,485,218,625,338,52,73,35,33,496
657,548,529,88,444,185,106,45,1541,707,909,700,132,131,101,71,1326
332,884,512,78,419,122,121,30,1113,389,1264,617,89,190,98,63,958
80,219,150,23,84,48,26,8,302,104,359,188,14,27,27,13,243
296,525,390,46,212,95,38,22,681,314,743,501,72,88,42,47,550
336,569,338,71,206,123,74,19,1088,354,769,481,48,118,75,32,1028
86,201,140,16,62,33,19,5,208,84,287,199,16,25,13,10,177
143,387,178,30,160,51,53,19,421,140,474,252,43,58,36,19,470
734,1078,1009,153,414,160,137,33,1658,715,1532,1294,96,196,94,96,1423
387,582,346,82,241,102,82,40,954,433,844,429,66,114,59,39,869
463,951,652,102,465,160,153,35,1450,489,1360,964,108,184,98,54,1315
1148,1701,1625,217,1048,397,310,96,3134,1269,2916,1846,239,399,241,148,2940
805,1324,1151,208,1032,342,295,69,2512,1035,2103,1531,306,383,215,120,2204
301,625,466,59,233,123,89,14,892,284,971,554,43,145,51,31,937
1024,779,773,95,237,196,127,25,1786,890,1266,967,41,142,78,59,1564
599,283,576,79,148,128,68,14,1043,462,566,597,12,74,47,36,980
1818,835,1221,147,384,233,140,33,2685,1745,1466,1440,72,189,119,77,2400
275,267,246,23,82,32,32,7,353,218,401,282,13,40,12,13,322
178,384,383,44,93,48,40,5,463,190,590,448,21,53,15,19,360
71,328,157,24,47,50,20,4,301,54,439,202,6,33,10,13,252
220,605,354,58,126,99,47,10,519,158,771,477,26,74,26,26,535
78,113,76,16,19,10,6,1,97,52,160,92,5,6,3,2,101
284,368,298,61,146,122,58,7,567,260,586,428,37,87,46,29,484
460,984,365,65,134,48,46,9,776,420,1148,435,24,65,22,16,758
200,204,237,38,40,43,17,6,348,164,290,295,8,22,10,5,284
128,266,86,8,39,10,7,0,156,105,325,103,8,14,2,4,149
91,154,86,13,11,15,9,0,206,59,248,115,2,13,9,9,147
332,181,189,26,50,37,15,8,336,283,258,203,10,15,11,13,340
254,431,258,50,109,50,32,8,550,210,591,335,13,46,24,27,516
460,692,643,73,176,107,71,10,1128,441,954,716,41,94,48,27,1040
1198,1364,1493,163,599,239,204,39,2550,1204,2113,1584,132,259,152,93,2309
220,271,204,36,40,31,25,7,342,194,436,247,6,29,14,10,296
495,603,548,60,180,97,67,20,742,529,876,528,46,111,35,80,706
838,216,372,30,150,63,60,15,897,792,387,383,41,54,40,42,763
32,72,53,12,8,16,4,0,140,16,98,47,2,4,1,2,151
254,549,459,60,108,80,52,8,712,234,707,544,17,58,17,21,623
454,306,452,60,131,62,52,19,759,436,475,488,25,70,42,31,688
45,167,147,20,41,23,19,3,198,51,210,224,9,24,13,5,171
51,103,46,4,14,6,5,0,63,46,103,55,4,10,0,3,72
59,141,64,9,19,9,7,1,143,33,138,99,4,12,9,3,157
292,351,266,43,90,62,53,12,708,274,490,366,18,73,31,11,648
146,243,208,29,68,48,22,10,536,151,394,254,18,35,24,13,393
79,116,128,7,4,3,1,0,113,56,119,137,0,5,1,8,109
210,189,162,10,31,27,8,2,325,176,201,227,2,15,6,9,273
112,163,77,9,22,17,6,5,198,74,185,139,5,10,7,4,200
126,109,103,8,29,14,11,8,182,93,154,131,8,14,4,5,154
507,514,467,62,121,107,57,7,904,385,665,710,24,68,38,25,825
522,885,771,111,261,135,75,23,1793,506,1095,984,58,104,64,41,1707
46,54,77,7,14,10,3,4,65,34,68,90,6,7,3,0,57
18,40,30,2,2,5,5,0,90,13,41,32,1,5,0,1,86
126,193,145,13,33,18,11,5,222,97,233,194,4,22,4,13,229
55,71,51,5,14,7,1,1,53,43,85,61,1,3,1,0,51
96,332,195,18,27,24,7,2,255,66,354,272,7,4,7,14,242
698,646,430,40,121,120,49,13,1059,507,872,640,40,79,36,33,964
571,422,625,47,240,122,66,27,1239,579,842,703,50,86,68,56,1048
140,167,98,11,11,11,9,1,167,112,190,109,3,28,4,10,154
87,116,107,15,34,19,9,4,149,48,188,101,7,13,9,5,153
173,264,122,15,45,38,9,2,223,156,332,176,10,20,12,7,227
469,332,267,42,148,74,39,12,806,429,491,352,27,82,49,54,673
130,154,79,8,17,27,10,2,229,97,190,105,4,14,8,12,207
352,142,185,20,48,48,14,11,326,247,245,226,9,18,15,14,291
540,626,261,42,150,72,46,14,659,463,836,321,28,85,28,41,619
167,351,232,26,129,49,41,4,528,156,537,269,32,53,26,22,434
321,506,398,43,183,86,66,15,866,342,746,419,31,93,47,68,854
187,385,230,29,89,68,45,5,518,154,535,304,13,67,22,15,508
603,640,687,59,187,236,90,17,1426,569,1004,898,45,96,58,63,1144
378,373,253,28,83,75,50,15,787,295,519,363,17,51,26,18,751
362,330,385,31,121,73,50,6,631,317,574,460,26,74,21,70,568
410,517,431,48,180,116,51,27,1021,326,796,510,32,112,36,70,947
318,549,465,61,108,100,34,16,757,271,751,505,24,58,28,29,767
195,538,403,35,81,71,47,8,722,147,709,288,11,48,22,146,674
2290,1448,1802,262,913,415,322,80,4365,2214,2783,2200,236,387,253,197,3748
129,205,101,23,79,28,16,3,279,127,278,127,14,37,12,16,253
233,252,247,24,59,57,20,6,330,203,343,367,15,28,12,28,291
344,450,378,37,101,107,43,11,694,336,594,486,15,44,27,15,624
211,294,295,20,83,54,21,11,469,163,437,365,22,45,22,27,350
565,359,333,53,101,67,37,13,735,463,513,458,22,53,43,42,712
54,72,128,8,19,18,8,0,147,38,119,101,3,12,5,15,157
150,205,129,17,31,24,10,1,347,113,254,177,6,19,11,11,288
37,80,38,9,19,11,8,5,103,34,113,63,2,9,2,2,88
1225,847,974,116,419,225,163,36,2673,978,1484,1052,105,184,121,108,2457
21795,18369,23590,4485,23220,8433,7909,6084,82672,33017,31647,25260,6932,9763,8507,4545,78287
642,206,322,52,105,126,47,25,888,567,383,428,17,65,39,13,872
391,303,477,83,157,225,78,47,965,328,601,612,29,104,52,34,1043
325,143,235,37,44,70,17,7,519,295,258,321,8,22,15,9,473
236,181,240,29,66,108,24,16,534,247,269,350,12,23,22,19,523
193,198,211,23,77,92,24,20,333,208,330,275,24,41,36,21,318
150,183,213,29,43,64,13,6,422,135,273,275,13,22,15,7,352
214,231,234,26,38,94,25,18,413,173,357,340,6,24,19,14,391
576,422,853,97,213,291,72,66,1690,660,824,1059,49,115,79,70,1620
464,278,640,94,163,182,77,47,1059,465,583,786,27,94,64,35,1008
1196,398,1275,118,346,375,116,94,2251,1222,848,1533,69,180,121,106,2102
511,390,480,112,424,236,157,79,1296,621,749,599,100,218,168,54,1414
235,106,181,30,64,77,30,14,395,220,200,216,6,35,36,20,411
297,362,329,63,220,206,81,31,762,367,602,447,46,113,63,35,803
210,329,275,40,194,126,58,60,992,294,496,257,59,92,82,47,997
734,398,910,77,204,300,87,59,1793,797,791,1127,48,122,77,63,1923
240,373,398,91,338,341,108,51,1022,396,702,541,107,141,102,40,1044
255,307,256,72,235,143,81,51,749,322,489,363,81,100,74,28,777
653,307,679,120,251,259,99,64,1477,620,687,893,62,138,99,56,1458
305,128,392,30,64,104,31,35,563,310,276,474,17,43,35,23,541
166,233,190,30,61,85,17,12,349,142,320,272,12,37,31,12,329
210,123,156,15,63,67,29,12,355,214,213,187,7,13,23,8,367
220,244,196,49,182,115,46,35,624,260,386,249,54,74,68,36,670
302,553,586,60,104,155,53,30,761,248,668,687,25,70,41,24,835
262,320,322,53,259,138,85,54,742,374,510,317,78,116,98,49,777
109,97,130,15,28,39,10,7,164,93,172,128,1,16,9,3,186
289,180,313,34,183,102,56,33,570,312,425,316,29,73,67,22,535
348,312,287,36,54,77,25,24,570,302,360,349,20,37,24,20,574
413,452,701,120,226,314,78,45,1139,424,724,909,58,148,99,32,1261
206,283,345,46,187,207,75,45,729,295,497,386,50,72,58,25,738
358,175,338,54,69,133,41,22,589,368,321,457,8,44,26,22,549
154,372,217,42,57,70,26,18,280,134,433,259,24,37,28,17,304
118,236,197,25,88,92,23,9,407,129,355,236,20,30,20,14,394
117,141,152,12,31,59,26,4,322,97,208,175,10,14,4,6,314
130,190,240,34,50,93,23,25,311,132,311,302,13,34,23,31,280
79,227,185,20,26,67,9,7,317,90,277,257,11,20,12,8,278
392,150,363,37,56,109,29,16,552,370,276,511,12,33,20,11,564
246,344,402,45,77,131,32,13,604,211,475,542,31,42,21,22,540
261,297,318,59,57,120,27,10,509,205,427,445,10,37,21,11,477
153,191,225,25,58,77,13,16,391,181,265,288,9,34,20,14,347
154,161,255,16,33,79,7,8,306,169,245,252,9,7,13,9,326
164,268,159,18,63,54,16,7,252,159,320,226,6,40,17,9,279
279,296,231,40,69,109,34,20,577,263,369,402,30,54,38,21,503
284,375,350,50,32,122,18,7,607,207,468,489,7,28,17,29,501
136,215,288,34,46,84,14,12,408,123,344,317,10,26,20,17,356
197,222,293,21,35,141,15,11,551,173,340,409,6,29,20,13,482
248,309,371,37,47,114,29,8,576,161,444,472,16,26,15,16,546
329,279,309,58,75,131,30,14,673,231,432,443,25,37,31,24,689
510,254,500,62,100,201,49,13,995,423,517,705,27,67,31,22,915
1033,402,747,103,202,262,80,30,1454,853,745,1085,38,106,60,43,1629
1306,282,547,68,123,170,72,151,1421,1085,443,585,19,45,76,87,1334
161,143,186,20,31,60,15,11,263,142,222,155,4,19,19,9,270
260,192,253,35,40,82,43,8,482,216,331,290,8,32,20,15,438
215,198,200,30,56,82,22,16,306,216,282,219,4,35,20,9,318
4030,1099,3400,449,872,839,449,541,7708,3973,2280,3897,185,534,472,378,7248
284,300,290,30,61,73,23,20,458,248,488,251,13,27,25,13,431
554,145,400,52,79,92,28,42,706,488,247,536,16,39,42,32,625
325,132,256,30,86,84,26,28,392,312,235,285,5,35,27,18,408
184,82,79,10,11,20,4,3,183,146,94,94,2,11,3,5,159
655,218,520,69,105,131,34,43,766,638,371,588,18,38,41,31,765
432,208,400,48,69,143,33,41,637,360,346,517,15,31,41,26,612
420,192,368,32,62,102,20,30,449,362,290,421,11,31,40,32,450
241,146,255,30,27,86,26,9,341,205,233,262,6,16,20,11,407
303,32,133,26,31,59,2,35,273,295,63,176,4,8,8,12,261
116,82,87,10,5,31,6,6,154,102,145,85,3,3,5,6,141
2302,749,1858,278,466,521,198,309,2881,2003,1398,2172,82,234,249,145,3117
313,352,396,56,117,158,39,17,669,320,530,520,26,48,40,22,696
313,249,118,24,84,77,50,17,585,297,297,138,20,29,29,21,727
220,69,74,11,33,16,19,6,245,212,124,103,7,16,13,6,191
253,127,190,18,33,36,17,13,333,243,191,256,14,26,21,18,271
685,482,329,91,289,152,90,51,1591,673,715,434,61,86,76,54,1647
315,310,364,41,132,120,78,23,740,281,485,443,18,65,33,28,865
195,164,96,30,62,50,32,17,432,171,248,118,13,18,30,17,407
248,407,316,58,80,129,31,11,675,188,500,379,12,47,25,13,779
177,272,285,27,55,65,18,15,468,197,321,321,9,35,19,7,542
144,333,413,123,128,118,56,25,766,122,523,472,34,90,48,29,812
542,63,177,27,54,40,15,14,470,476,120,195,4,12,19,11,442
822,153,452,48,84,188,41,48,1002,733,301,562,15,30,43,37,978
165,68,53,5,13,10,4,6,125,147,79,57,1,5,1,7,115
170,190,146,22,59,42,19,20,272,171,289,168,8,20,20,7,223
188,97,133,61,38,45,8,3,219,182,164,176,7,16,14,8,187
80,104,96,26,8,41,6,5,130,35,62,51,1,3,2,0,322
356,299,291,62,49,74,33,14,554,357,442,311,8,44,12,8,511
127,164,133,32,24,50,21,8,281,116,222,168,4,5,12,6,264
308,314,425,81,76,154,59,19,618,278,488,510,14,77,51,23,609
391,378,510,92,174,184,53,27,886,437,582,706,40,82,49,23,808
167,268,350,40,99,127,30,20,627,213,457,408,20,51,34,22,604
425,58,278,28,50,113,24,31,448,360,156,390,14,25,23,22,449
111,135,136,14,19,60,14,7,202,104,168,208,3,14,12,5,172
261,403,577,82,97,261,55,32,843,275,624,742,27,63,45,25,781
1776,541,1475,224,337,596,128,162,2825,1639,1094,2021,68,152,206,109,2568
185,233,288,41,110,198,37,22,456,221,404,413,22,50,27,26,441
146,271,297,28,28,92,15,10,414,166,341,360,4,40,16,25,335
147,167,203,24,40,115,13,9,304,163,256,243,5,18,6,16,272
114,289,82,22,26,51,9,13,150,125,329,117,6,10,13,10,132
150,354,437,75,206,244,67,47,818,216,690,589,56,69,69,31,654
177,270,285,57,117,136,42,21,586,200,427,416,17,73,36,30,511
189,189,290,60,161,151,34,40,550,266,387,458,37,60,52,30,591
91,172,108,17,23,54,14,1,126,84,199,160,4,23,5,4,103
243,291,278,36,87,208,32,21,488,276,456,372,22,56,34,29,445
260,290,218,54,119,219,24,29,451,342,429,358,33,56,46,36,418
158,275,211,28,57,130,12,12,258,164,350,270,15,23,9,14,294
192,267,275,57,107,265,34,26,522,229,460,389,27,56,35,24,516
229,224,119,9,45,60,7,6,293,196,283,160,6,13,15,7,266
126,167,87,13,17,41,7,3,177,113,212,108,2,17,6,7,160
109,147,93,19,10,33,8,7,143,79,172,136,3,12,9,11,110
126,265,142,17,26,126,10,6,252,103,312,189,8,15,16,5,277
346,605,498,70,251,344,56,51,1005,379,899,765,77,110,67,45,962
441,348,764,104,173,362,41,35,948,344,777,1019,35,92,53,45,959
260,414,289,41,38,125,30,20,411,220,537,442,6,41,16,7,323
283,369,271,56,112,255,32,22,547,303,574,360,29,61,34,29,595
1463,490,1184,198,297,496,132,154,2278,1434,830,1499,32,122,130,123,2346
173,334,181,43,37,59,21,14,312,156,405,190,7,20,17,12,312
77,45,56,7,13,24,5,5,160,91,82,62,1,2,2,3,111
252,251,210,44,90,136,26,15,473,309,376,282,23,48,27,10,455
60,104,66,15,4,30,1,2,129,55,137,68,0,3,2,0,125
134,164,104,29,31,33,10,7,205,151,176,104,8,17,10,7,240
131,220,172,34,46,66,24,5,211,132,286,178,11,16,29,6,262
153,339,132,30,55,72,16,15,267,174,380,162,9,23,16,5,278
233,160,194,40,58,67,18,17,397,206,230,224,10,31,12,8,410
1296,320,1155,151,195,273,100,158,2159,1278,665,1321,39,92,103,99,2086
386,246,212,44,31,96,26,31,486,353,320,235,1,20,12,14,506
895,492,825,126,215,249,91,65,1447,836,797,971,54,120,101,61,1518
574,558,603,83,151,159,79,48,1083,481,723,687,25,92,61,45,1204
457,272,430,56,106,118,36,33,485,432,389,435,20,38,54,23,556
524,250,582,84,175,197,96,46,963,552,503,611,29,103,99,30,1002
312,192,238,28,42,49,20,21,426,248,273,284,13,19,26,15,388
394,212,310,34,73,102,35,21,419,340,306,289,13,22,29,17,510
272,186,288,27,49,71,23,16,376,314,290,292,10,28,25,15,309
77,292,251,31,58,121,24,26,393,79,374,391,16,38,34,11,351
223,427,353,41,74,171,30,17,473,194,532,514,20,50,25,17,472
169,150,133,24,42,61,18,12,258,148,238,166,5,18,21,6,258
78,220,257,41,25,111,26,5,257,74,336,348,5,23,16,6,242
439,464,338,37,99,162,62,25,561,405,511,472,33,62,49,18,610
179,400,275,28,49,131,20,10,392,142,470,473,11,32,15,8,322
72,286,209,45,49,117,15,16,248,90,350,275,19,29,19,11,255
566,979,740,130,339,358,169,43,1837,596,1291,1087,109,161,101,51,1864
126,595,275,46,69,103,36,5,452,120,652,418,27,61,31,5,408
269,208,190,28,37,69,12,5,264,220,278,342,12,33,9,20,218
135,203,238,26,51,139,12,20,441,112,364,361,13,18,13,21,414
417,639,428,65,83,141,48,21,742,325,741,615,12,70,39,31,745
202,531,313,37,79,180,25,22,384,197,637,456,9,37,24,20,360
132,279,122,15,17,59,12,7,261,112,328,202,4,20,4,6,190
279,295,311,39,59,156,11,7,488,258,386,497,22,39,24,16,526
188,393,203,23,42,78,14,6,366,166,429,307,16,26,16,16,296
111,471,197,26,29,50,37,13,203,95,433,309,10,32,9,6,215
140,238,221,30,75,140,17,13,332,150,333,293,19,25,29,19,336
244,350,306,36,85,189,41,18,669,217,482,406,26,50,31,37,557
122,414,173,26,54,82,17,7,281,116,490,226,12,32,10,8,254
153,283,171,23,41,88,37,16,281,155,338,261,17,28,14,28,258
93,179,217,20,37,98,19,11,347,109,272,296,14,26,25,11,305
138,361,257,33,46,122,22,14,515,103,434,326,13,41,20,16,538
113,367,270,37,46,141,16,17,411,108,462,376,7,30,11,9,398
157,323,247,32,40,90,24,15,407,145,376,352,8,21,19,14,359
73,329,136,25,39,72,7,13,358,77,405,166,6,27,11,8,344
117,258,192,21,29,115,12,6,328,122,340,235,8,18,12,7,338
178,256,268,21,61,105,33,10,473,163,379,329,5,24,14,5,451
185,260,159,36,33,87,19,16,335,146,290,249,4,25,12,17,341
72,252,239,12,21,74,5,12,359,59,346,303,2,13,6,7,326
10244,10065,9598,1186,11135,2323,3727,1130,39354,15589,14404,12682,3839,3894,3115,1322,33909
276,495,282,73,149,68,55,21,919,294,629,434,29,88,58,36,812
